"","id","name","birthdate","height","weight","season","rating","minutes","total_shots","target_shots","player_goals","total_passes","key_passes","accuracy_passes","tackles","total_duels","won_duels","total_dribbles","won_dribbles","fouls_drawn","fouls_comitted","yellow","red","yellowred"
"48",46716,"S. Muntari","1984-08-27","179 cm","76 kg","2010",NA,1868,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0
"49",50820,"J. Altidore","1989-11-06","183 cm","79 kg","2010-2011",NA,1261,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0
"50",51089,"B. García","1984-09-04","176 cm","69 kg","2010-2011",NA,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",55522,"T. Taïwo","1985-04-16","183 cm","77 kg","2010",NA,3946,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0
"52",80973,"Cho Yong-Hyung","1983-11-03","182 cm","72 kg","2010",NA,1912,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"53",99633,"Kim Hyung-Il","1984-04-27","187 cm","83 kg","2010",NA,810,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"54",104179,"Jong-Hyok Cha","1985-09-25","178 cm","74 kg","2010-2011",NA,3674,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
"55",104274,"Yong-Jo Hong","1982-05-22","175 cm","68 kg","2010",NA,1795,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0
"56",104374,"Nam-Chol Pak","1985-07-02","171 cm","70 kg","2010",NA,1577,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",114797,"Joseph Phillip Yobo","1980-09-06","188 cm","76 kg","2010-2011",NA,4254,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0
"58",117981,"Jung-Hwan Ahn","1976-01-27","177 cm","71 kg","2010",NA,2220,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0
"59",117982,"Kim Nam-Il","1977-03-14","182 cm","76 kg","2010",NA,731,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"60",117984,"Edson Buddle","1981-05-21","185 cm","77 kg","2010-2011",NA,3233,0,0,22,0,0,0,0,0,0,0,0,0,0,6,0,0
"61",32,"D. Godín","1986-02-16","187 cm","78 kg","2010",NA,4165,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0
"62",30452,"É. Barreto","1984-07-15","180 cm","79 kg","2010-2011",NA,3659,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0
"63",44837,"J. Spector","1986-03-01","183 cm","76 kg","2010",NA,1782,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0
"64",46332,"Bongani Sandile Khumalo","1987-01-06","188 cm","82 kg","2010-2011",NA,2242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",51779,"Ignacio María González Gatti","1982-05-14","180 cm","73 kg","2010",NA,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",70813,"D. Barreto","1981-07-16","182 cm","82 kg","2010",NA,3522,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"67",70837,"J. Santana","1981-10-19","182 cm","80 kg","2010-2011",NA,2544,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0
"68",90513,"S. Pienaar","1982-03-17","170 cm","71 kg","2010",NA,3367,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0
"69",90675,"Victor Obinna Nsofor","1987-03-25","182 cm","80 kg","2010",NA,3050,0,0,15,0,0,0,0,0,0,0,0,0,0,4,1,0
"70",95406,"Mauricio Bernardo Victorino Dansilio","1982-10-11","180 cm","78 kg","2010",NA,3040,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0
"71",99054,"K. Dikgacoi","1984-11-24","183 cm","81 kg","2010",NA,997,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0
"72",99382,"Dong-Jin Kim","1982-01-29","184 cm","78 kg","2010",NA,607,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"73",101829,"Jorge Ciro Fucile Perdomo","1984-11-19","177 cm","73 kg","2010",NA,3339,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1
"74",104323,"Young-Pyo Lee","1977-04-23","178 cm","67 kg","2010",NA,2622,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0
"75",110999,"Augustine Amamchukwu Ejide","1984-04-08","190 cm","90 kg","2010",NA,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",114291,"Lance Davids","1985-04-11","174 cm","72 kg","2010",NA,2874,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0
"77",114960,"S. Cherundolo","1979-02-19","172 cm","69 kg","2010",NA,3699,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1
"78",117980,"Woon-Jae Lee","1973-04-26","182 cm","82 kg","2010",NA,1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",117985,"L. Addy","1990-07-07","175 cm","74 kg","2010-2011",NA,2583,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"80",117999,"Denis Ramón Caniza Acuña","1974-08-29","174 cm","73 kg","2010",NA,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",6514,"N. Ortigoza","1984-10-07","180 cm","79 kg","2010",NA,584,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"82",27526,"Donis Salatiel Escober Izaguirre","1981-02-03","179 cm","76 kg","2010-2011",NA,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83",27535,"Johnny Eulogio Palacios Cacho","1986-12-20","183 cm","74 kg","2010-2011",NA,982,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"84",35647,"Ó. Pérez","1973-02-01","172 cm","73 kg","2010-2011",NA,3646,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"85",50835,"R. Clark","1983-02-10","178 cm","75 kg","2010",NA,970,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"86",70555,"Víctor Javier Cáceres Centurión","1985-03-25","186 cm","77 kg","2010",NA,3937,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0
"87",70754,"Júlio César Cáceres López","1979-10-05","181 cm","80 kg","2010",NA,2695,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"88",70761,"D. Verón","1979-07-26","181 cm","80 kg","2010-2011",NA,5204,0,0,3,0,0,0,0,0,0,0,0,0,0,21,0,1
"89",80379,"Diego Alfredo Lugano Morena","1980-11-02","186 cm","83 kg","2010-2011",NA,5014,0,0,12,0,0,0,0,0,0,0,0,0,0,21,1,0
"90",95283,"C. Bonet","1977-10-02","175 cm","77 kg","2010",NA,4702,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0
"91",95377,"E. Vera","1979-03-10","176 cm","70 kg","2010-2011",NA,3125,0,0,3,0,0,0,0,0,0,0,0,0,0,10,1,2
"92",103219,"Maurice Edu","1986-04-18","180 cm","85 kg","2010-2011",NA,1762,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0
"93",105776,"J. Villar","1977-06-30","180 cm","80 kg","2010-2011",NA,3338,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"94",113997,"Sebastián Eguren Ledesma","1981-01-08","186 cm","84 kg","2010",NA,3197,0,0,2,0,0,0,0,0,0,0,0,0,0,10,1,1
"95",117091,"C. Morel","1978-02-02","175 cm","74 kg","2010",NA,2976,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"96",117957,"A. Torres","1982-06-16","178 cm","68 kg","2010",NA,1046,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"97",117983,"J. DeMerit","1979-12-04","180 cm","81 kg","2010",NA,640,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"98",117989,"R. Osorio","1980-03-30","173 cm","68 kg","2010-2011",NA,3247,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
"99",117993,"I. Castro","1980-12-20","176 cm","70 kg","2010-2011",NA,4186,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,0
"100",118045,"Mauricio Alberto Sabillón Peña","1978-11-11","186 cm","75 kg","2010",NA,3018,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"101",38886,"A. Clapham","1987-01-15","172 cm","63 kg","2010-2011",NA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102",46211,"Jeremy Brockie","1987-10-07","182 cm","80 kg","2010-2011",NA,1349,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
"103",51079,"M. Figueroa","1983-05-02","182 cm","85 kg","2010",NA,4038,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0
"104",88748,"Derek  Owusu Boateng","1983-05-02","183 cm","78 kg","2010",NA,3597,0,0,2,0,0,0,0,0,0,0,0,0,0,16,0,1
"105",105378,"Clint Dempsey","1983-03-09","185 cm","77 kg","2010",NA,5241,0,0,20,0,0,0,0,0,0,0,0,0,0,7,0,0
"106",105403,"Víctor Salvador Bernárdez Blanco","1982-05-24","187 cm","96 kg","2010",NA,2844,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0
"107",105412,"Oguchi Chijioke Onyewu","1982-05-13","194 cm","95 kg","2010",NA,2721,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0
"108",105420,"Hérculez Gómez Hurtado","1982-04-06","178 cm","75 kg","2010 UAE",NA,451,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"109",105421,"Landon Donovan","1982-03-04","173 cm","72 kg","2010",NA,4639,0,0,15,0,0,0,0,0,0,0,0,0,0,4,0,0
"110",113823,"Carlos Manuel Bocanegra","1979-05-25","183 cm","78 kg","2010",NA,5270,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0
"111",115976,"Marcus Hahnemann","1972-06-15","191 cm","99 kg","2010",NA,1574,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"112",117940,"Noel Eduardo Valladares Bonilla","1977-05-03","190 cm","80 kg","2010-2011",NA,2928,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"113",117955,"Guillermo Luis Franco Farquarson","1976-3-11","182 cm","76 kg","2010-2011",NA,887,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0
"114",117959,"I. Vicelich","1976-09-03","193 cm","84 kg","2010",NA,2032,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0
"115",117960,"C. Pavón","1973-10-09","177 cm","85 kg","2010",NA,373,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"116",117961,"Amado Guevara","1976-05-02","177 cm","78 kg","2010-2011",NA,2107,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0
"117",117971,"Danilo Elvis Turcios Funes","1978-8-5","165 cm","65 kg","2010-2011",NA,1397,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0
"118",117990,"Gerardo Torrado Díez de Bonilla","1979-04-30","176 cm","75 kg","2010-2011",NA,2957,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0
"119",118033,"B. Sigmund","1981-02-03","187 cm","82 kg","2010-2011",NA,3237,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0
"120",118035,"James Bannatyne","1975-06-30","195 cm","95 kg","2010",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",2365,"S. Malezas","1985-03-11","193 cm","80 kg","2010-2011",NA,480,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"122",26799,"Vangelis Moras","1981-08-26","193 cm","78 kg","2010",NA,2181,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"123",36006,"C. Salcido","1980-04-02","176 cm","75 kg","2010",NA,3331,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"124",70599,"Rodolfo Vicente Gamarra Varela","1988-12-10","170 cm","69 kg","2010",NA,1633,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0
"125",80957,"B. Ideye","1988-10-10","181 cm","78 kg","2010",NA,3139,0,0,17,0,0,0,0,0,0,0,0,0,0,3,1,0
"126",87166,"V. Enyeama","1982-08-29","182 cm","87 kg","2010-2011",NA,2820,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
"127",88681,"K. Chalkias","1974-05-30","199 cm","82 kg","2010-2011",NA,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"128",91269,"Pantelis Kapetanos","1983-06-08","189 cm","82 kg","2010-2011",NA,1151,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,0
"129",105371,"Giovani dos Santos Ramírez","1989-05-11","178 cm","71 kg","2010",NA,2063,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0
"130",115049,"Prince Tagoe","1986-11-09","188 cm","83 kg","2010-2011",NA,2392,0,0,15,0,0,0,0,0,0,0,0,0,0,4,0,0
"131",115337,"N. Spyropoulos","1983-10-10","172 cm","69 kg","2010-2011",NA,1463,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"132",117939,"D. Salpingidis","1981-08-18","177 cm","72 kg","2010-2011",NA,2382,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0
"133",117941,"Konstantinos Katsouranis","1979-06-21","183 cm","81 kg","2010-2011",NA,4478,0,0,8,0,0,0,0,0,0,0,0,0,0,12,0,1
"134",117958,"Christopher John Killen","1981-10-08","183 cm","81 kg","2010",NA,1767,0,0,9,0,0,0,0,0,0,0,0,0,0,7,0,0
"135",118004,"Giorgios Seitaridis","1981-4-6","185 cm","79 kg","2010-2011",NA,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"136",118006,"A. Prittas","1979-01-09","183 cm","78 kg","2010-2011",NA,595,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"137",118027,"Tony  Lochhead","1982-01-12","183 cm","75 kg","2010-2011",NA,2461,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"138",118028,"S. Elliott","1974-06-10","180 cm","80 kg","2010-2011",NA,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"139",118029,"L. Bertos","1981-12-20","180 cm","78 kg","2010-2011",NA,2631,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0
"140",118032,"Andrew Boyens","1983-09-18","195 cm","80 kg","2010",NA,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141",254,"G. Buffon","1978-01-28","192 cm","84 kg","2010",NA,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"142",1599,"V. Torosidis","1985-06-10","185 cm","80 kg","2010-2011",NA,1380,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0
"143",15376,"Loukas Vyntra","1981-02-05","184 cm","80 kg","2010-2011",NA,1668,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,2
"144",30463,"F. Quagliarella","1983-01-31","180 cm","79 kg","2010",NA,1440,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0
"145",30771,"D. Criscito","1986-12-30","183 cm","75 kg","2010",NA,3427,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
"146",30941,"Giampaolo Pazzini","1984-08-02","180 cm","77 kg","2010",NA,3721,0,0,24,0,0,0,0,0,0,0,0,0,0,3,1,0
"147",91398,"Angelo Palombo","1981-09-25","177 cm","77 kg","2010",NA,4294,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0
"148",91419,"Alberto Gilardino","1982-07-05","184 cm","79 kg","2010",NA,3705,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0
"149",91469,"Simone Pepe","1983-08-30","178 cm","73 kg","2010",NA,3642,0,0,5,0,0,0,0,0,0,0,0,0,0,12,0,0
"150",105229,"Theofanis Gekas","1980-05-23","180 cm","71 kg","2010",NA,4050,0,0,28,0,0,0,0,0,0,0,0,0,0,3,0,0
"151",105405,"Andrea Pirlo","1979-05-19","175 cm","68 kg","2010",NA,2532,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0
"152",113873,"A. Charisteas","1980-02-09","191 cm","82 kg","2010",NA,1424,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0
"153",114780,"Giorgios Karagounis","1977-03-06","176 cm","74 kg","2010-2011",NA,2987,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"154",114902,"S. Kyrgiakos","1979-07-23","193 cm","88 kg","2010",NA,3394,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0
"155",115079,"Mauro Germán Camoranesi","1976-10-04","177 cm","70 kg","2010-2011",NA,2454,0,0,1,0,0,0,0,0,0,0,0,0,0,9,1,0
"156",115141,"Antonio Di Natale","1977-10-13","170 cm","69 kg","2010",NA,3687,0,0,31,0,0,0,0,0,0,0,0,0,0,3,0,0
"157",115352,"Ivan Gennaro Gattuso","2024-04-22","
    ","
    ","2010-2011",NA,959,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"158",115361,"Gianluca Zambrotta","1977-02-19","180 cm","76 kg","2010",NA,2992,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"159",115378,"Vincenzo Iaquinta","1979-11-21","191 cm","84 kg","2010",NA,2043,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0
"160",118025,"Fabio Cannavaro","1973-09-13","176 cm","75 kg","2010",NA,1251,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"161",160,"M. Vorm","1983-10-20","183 cm","84 kg","2010",NA,4486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162",516,"A. Robben","1984-01-23","180 cm","80 kg","2010",NA,2334,0,0,18,0,0,0,0,0,0,0,0,0,0,7,1,0
"163",551,"K. Huntelaar","1983-08-12","186 cm","83 kg","2010",NA,3574,0,0,19,0,0,0,0,0,0,0,0,0,0,5,0,0
"164",779,"D. De Rossi","1983-07-24","184 cm","83 kg","2010",NA,4628,0,0,6,0,0,0,0,0,0,0,0,0,0,12,2,0
"165",18756,"M. Stekelenburg","1982-09-22","197 cm","92 kg","2010",NA,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"166",36979,"S. Schaars","1984-01-11","178 cm","75 kg","2010",NA,3641,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0
"167",37162,"Robin van Persie","1983-08-06","183 cm","71 kg","2010",NA,3627,0,0,28,0,0,0,0,0,0,0,0,0,0,10,0,1
"168",49852,"Eljero George Rinaldo Elia","1987-02-13","176 cm","70 kg","2010",NA,2018,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0
"169",50808,"G. van der Wiel","1988-02-03","183 cm","69 kg","2010",NA,5563,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0
"170",71266,"Edson René Braafheid","1983-04-08","176 cm","81 kg","2010",NA,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"171",72157,"I. Afellay","1986-04-02","181 cm","76 kg","2010",NA,3438,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0
"172",114786,"J. Heitinga","1983-11-15","180 cm","72 kg","2010-2011",NA,1635,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1
"173",115077,"J. Mathijsen","1980-04-05","182 cm","72 kg","2010",NA,3496,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0
"174",115094,"Mark van Bommel","1977-04-22","187 cm","85 kg","2010",NA,4324,0,0,3,0,0,0,0,0,0,0,0,0,0,10,1,1
"175",116198,"S. Boschker","1970-10-20","186 cm","87 kg","2010",NA,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176",117953,"Giovanni van Bronckhorst","1975-5-2","178 cm","75 kg","2010",NA,1568,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
"177",117979,"A. Scotti","1975-12-14","184 cm","80 kg","2010",NA,2666,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,1
"178",117986,"D. Agyei","1989-11-10","186 cm","80 kg","2010",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179",118000,"A. Mokoena","1980-11-25","187 cm","79 kg","2010-2011",NA,4066,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,0
"180",118008,"Chidi Odiah","1983-12-17","183 cm","75 kg","2010",NA,1810,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0
